2.998095476297858752e+01 9.158301296230861510e+01 1.882376852381963672e-01
3.000344967588999978e+01 9.144766835442540298e+01 1.866641937235455628e-01
3.022523866143408355e+01 9.151944335631681327e+01 1.801670034074079330e-01
3.034481155717451628e+01 9.201763273603194193e+01 1.863903628628420794e-01
3.067841664378410371e+01 9.183916693249658181e+01 1.879393661458277909e-01
3.079580720557662943e+01 9.189623956586012810e+01 1.813439997736865927e-01
3.088428542378253283e+01 9.197445702662098199e+01 1.811490107593884957e-01
3.093326830207125866e+01 9.181588632928800564e+01 1.818208932652365661e-01
3.108780478816783699e+01 9.179436769253725004e+01 1.877436117027680151e-01
3.137478686623825297e+01 9.178011525833888129e+01 1.858193388617748465e-01
3.145636894622489876e+01 9.172567669655289535e+01 1.824734237496885847e-01
3.175484630048897117e+01 9.220749839593270281e+01 1.810291866396065430e-01
3.197856301175180249e+01 9.196650340512383082e+01 1.841333489394849920e-01
3.214960515991698742e+01 9.220167471843639362e+01 1.873760416214295399e-01
3.237677057454170892e+01 9.185284851024994168e+01 1.873026706537037622e-01
3.246332880288426992e+01 9.221875854929137972e+01 1.801166156885645186e-01
3.252209950016630557e+01 9.227834677374764283e+01 1.810785483271548091e-01
3.286924355006070186e+01 9.228362127054917607e+01 1.808350029887343946e-01
3.296267474231726169e+01 9.225030374788114784e+01 1.804299135108728691e-01
3.308663528439635826e+01 9.236029577557113157e+01 1.864241226865927803e-01
3.329883814953001320e+01 9.257584118449939581e+01 1.854230882945923919e-01
3.331108754524608173e+01 9.230046613159058211e+01 1.826948709244953228e-01
3.370480713483136270e+01 9.242610889613180802e+01 1.898795066297450651e-01
3.375611125703728987e+01 9.252193172832289747e+01 1.801483165943557063e-01
3.375648653423198908e+01 9.244185629143937888e+01 1.836992295908026762e-01
3.405280962786186905e+01 9.243739797916256862e+01 1.875832558454547661e-01
3.411152625551823547e+01 9.266033589087859923e+01 1.836881874830975092e-01
3.425141853788340995e+01 9.228743930793500283e+01 1.801006802247125116e-01
3.438493108550768085e+01 9.253033205247663773e+01 1.871937942237363039e-01
3.459914242072235879e+01 9.239564044189162928e+01 1.823896401895898078e-01
3.469344993453468362e+01 9.249019330177429765e+01 1.819664025101883631e-01
3.485494147740960358e+01 9.261796603086077084e+01 1.896180704705768549e-01
3.502345859451536825e+01 9.231747436470261903e+01 1.836611723316432521e-01
3.531954279980821809e+01 9.235277742796772316e+01 1.813621530168657847e-01
3.540362227595102240e+01 9.245005814337108063e+01 1.890223971751552601e-01
3.565857030740428257e+01 9.222412128983111756e+01 1.851040437114401804e-01
3.570303727768869351e+01 9.202362704570100504e+01 1.896133313258091813e-01
3.599255144355804248e+01 9.203799597278543843e+01 1.823693159437605460e-01
3.615373232982745577e+01 9.194602571506304400e+01 1.843318451491299248e-01
3.616695929072842830e+01 9.183158009904245489e+01 1.821028577449412544e-01
3.644930622940254494e+01 9.190376480242071011e+01 1.800986426395795037e-01
3.648957952087815926e+01 9.175789986828441158e+01 1.867325868710385806e-01
3.686355155691581587e+01 9.185773701983158901e+01 1.872838521804294498e-01
3.689788189201603785e+01 9.156654311197223706e+01 1.865891324373208926e-01
3.709835371134015247e+01 9.194211472570653143e+01 1.889958945889210762e-01
3.725343608144367380e+01 9.199942047233109577e+01 1.862425745217713424e-01
3.756204317063291143e+01 9.133885271950609308e+01 1.831626186003630363e-01
3.756302739814092462e+01 9.184845938380470898e+01 1.801140480282437395e-01
3.773404014839934462e+01 9.127368039012654322e+01 1.845336700493223347e-01
3.777401958543606497e+01 9.125633134028197446e+01 1.880904829618520180e-01
3.814484079491210622e+01 9.140388063708088850e+01 1.898728004533982161e-01
3.827334529363749738e+01 9.158367822949473691e+01 1.874335649943428550e-01
3.843462473396412804e+01 9.110302386380142536e+01 1.821348034963994611e-01
3.864540909483795872e+01 9.121629740945076037e+01 1.830821898448263818e-01
3.870303707744855615e+01 9.124066592675228549e+01 1.898281835703956033e-01
3.874454271333181055e+01 9.082125237840502052e+01 1.874573320622033301e-01
3.886512770187089671e+01 9.120677662128687757e+01 1.849403416727484761e-01
3.897026047472540000e+01 9.101674165585913556e+01 1.881735961140990065e-01
3.925809032587890357e+01 9.120570691585383827e+01 1.811082769917916613e-01
3.926667593009455715e+01 9.112349334638442144e+01 1.898578654282754019e-01
3.950865550942771165e+01 9.092431049859860082e+01 1.819894570154121094e-01
3.980130540837964759e+01 9.078024622430159241e+01 1.834840774107310002e-01
3.981139686181244031e+01 9.110029462249576682e+01 1.864823432544643889e-01
4.015664844228653863e+01 9.072645142409837149e+01 1.895405476951460277e-01
4.022453841704770383e+01 9.027529415277579972e+01 1.831809637588725503e-01
4.036947838387013832e+01 9.055959747964512019e+01 1.861583836720752949e-01
4.064982972038558273e+01 9.014249107945741457e+01 1.851219669705512494e-01
4.074845851798653484e+01 8.998294477006098191e+01 1.881176064811814763e-01
4.076780060060787036e+01 9.037855940995277138e+01 1.860819684401232854e-01
4.083437830136981717e+01 9.020711051228077793e+01 1.888128345587197221e-01
4.106043741082277876e+01 9.007789779757071358e+01 1.844162752174755560e-01
4.112444636881234317e+01 9.021313688545716047e+01 1.843597582948880986e-01
4.155629251004745583e+01 8.963133167828753756e+01 1.823866314620518625e-01
4.162975742719768846e+01 8.968443689491365944e+01 1.852164148858141957e-01
4.203454058464491538e+01 8.943216577597782191e+01 1.801854260353745740e-01
4.204814467111188492e+01 8.934383195043648129e+01 1.869375579727793613e-01
4.207974001072534520e+01 8.949309443916122575e+01 1.819906220159951127e-01
4.221497368008130735e+01 8.979680365572997403e+01 1.874949297039602558e-01
4.231459620024599388e+01 8.911264451714457380e+01 1.898518776724271995e-01
4.261008275452345373e+01 8.912188316517897135e+01 1.891094844426750021e-01
4.277312961634223853e+01 8.909922188538023136e+01 1.856097709207776281e-01
4.287696288358795016e+01 8.856007149741087403e+01 1.811295465285771289e-01
4.319866218831465687e+01 8.869565988615299545e+01 1.818185202265251155e-01
4.334913680455733243e+01 8.811651273724632460e+01 1.893308151723359645e-01
4.346913187833786907e+01 8.871435692312095966e+01 1.800433406134691605e-01
4.356386003098119630e+01 8.830439251690235380e+01 1.872821266971346488e-01
4.372553898382357573e+01 8.853803101710278156e+01 1.800409094180155378e-01
4.380660788688815188e+01 8.801987706010265811e+01 1.897719338100369857e-01
4.383473672776072050e+01 8.826394836385146903e+01 1.884187186781579593e-01
4.439703795418960652e+01 8.772702021079949475e+01 1.879317828128022616e-01
4.452500856208530422e+01 8.755633634841949231e+01 1.804649688635407700e-01
4.455317114624276797e+01 8.778782239542279342e+01 1.861897423747118641e-01
4.462813174225191659e+01 8.745978107231255194e+01 1.856424896461645879e-01
4.491623227422986986e+01 8.752691474499899016e+01 1.888103815888317882e-01
4.506576818122456984e+01 8.754967137560542767e+01 1.806776630301882292e-01
4.529022532793662492e+01 8.699600095369270036e+01 1.842384504281802671e-01
4.539860871181841873e+01 8.737411326079408980e+01 1.803225998886199277e-01
4.567286277664170768e+01 8.703184592363984962e+01 1.822432574878058709e-01
4.578460035972399567e+01 8.723246736762959586e+01 1.837596307218290204e-01
4.590932459762329643e+01 8.727893660373726448e+01 1.843116611988966369e-01
4.599861259943149605e+01 8.708372668632401314e+01 1.847543084259883617e-01
4.605323989599141754e+01 8.681541469747115514e+01 1.858164286677237154e-01
4.620941396645457644e+01 8.708227975320581038e+01 1.826306877605229362e-01
4.655435267746477734e+01 8.665803524292866200e+01 1.898942807714958103e-01
4.662383743574095973e+01 8.666968291251316714e+01 1.880636341287059421e-01
4.669578045024019275e+01 8.682665881275282516e+01 1.822243420587257301e-01
4.669599480432786720e+01 8.703137050685886322e+01 1.811113971373584652e-01
4.710667606613009895e+01 8.680836191202077146e+01 1.833124621032046486e-01
4.718307815180703813e+01 8.648489347297379481e+01 1.891809910047001497e-01
4.720450806742542937e+01 8.677473801823499855e+01 1.862763704246745422e-01
4.749015458816956681e+01 8.678714083340406660e+01 1.814849932520454789e-01
4.767846817128431525e+01 8.691231558086964526e+01 1.823374840918075279e-01
4.788866222862025523e+01 8.668072618765621939e+01 1.890759515152370118e-01
4.797811789658903336e+01 8.676001237497192164e+01 1.850011589965712133e-01
4.832842986674128127e+01 8.686293065481372366e+01 1.850649349430137369e-01
4.855110467784486872e+01 8.704001258563961585e+01 1.839580577938540185e-01
4.861967047217564897e+01 8.710563385709529882e+01 1.832260370217993761e-01
4.887688641328643513e+01 8.676719380120530900e+01 1.808827745409407328e-01
4.904410078002631934e+01 8.731074039993677616e+01 1.896575468710536283e-01
4.910740078249192209e+01 8.702691542755954401e+01 1.853874306788878268e-01
4.922810137539744346e+01 8.710063347376473075e+01 1.896970993083242629e-01
4.927023628500889885e+01 8.743341380874244351e+01 1.827712262037308744e-01
4.930056560659284770e+01 8.770492956113415062e+01 1.881315226450946676e-01
4.952477403766902597e+01 8.761467415723696206e+01 1.872540833684038231e-01
4.979378640753265728e+01 8.809427386232709978e+01 1.843699521876701330e-01
5.010499963829096970e+01 8.829447689126855892e+01 1.872257041522055188e-01
5.020683260085037602e+01 8.802841258143253356e+01 1.830788397897702979e-01
5.030142355351510730e+01 8.814217298903105302e+01 1.868643998873765755e-01
5.036051621808216794e+01 8.836249503900192792e+01 1.862934735447765167e-01
5.050220876568635475e+01 8.784417566441275937e+01 1.896171274965393339e-01
5.066738936422573403e+01 8.826602162961729903e+01 1.870862854944240761e-01
5.097645441870621852e+01 8.872497002041933456e+01 1.844470091001225442e-01
5.111844914338205825e+01 8.909281782679443040e+01 1.899727394202909703e-01
5.143739181970921237e+01 8.928605431259279612e+01 1.893199878158019211e-01
5.145241002764556981e+01 8.917869395220101580e+01 1.821011025844659903e-01
5.157203065636343098e+01 8.939732389745930163e+01 1.847757811509410653e-01
5.168100959054138599e+01 8.927397186319340960e+01 1.851040113892842565e-01
5.194362102326248731e+01 8.951324360686786008e+01 1.868231650437530145e-01
5.210369257532371989e+01 8.951382986203145720e+01 1.887944584498489897e-01
5.226896895010256117e+01 8.990957498684845461e+01 1.894736185133109319e-01
5.235123416635362048e+01 8.939263303990189513e+01 1.896065960291972996e-01
5.247865855560117154e+01 8.978808282504952842e+01 1.860796050043963534e-01
5.269349961175656460e+01 9.034656008078752620e+01 1.831588301095962990e-01
5.316959232584443384e+01 9.030657637903168222e+01 1.866350715174408537e-01
5.318319650240903229e+01 9.002219929384264674e+01 1.805436128748205138e-01
5.321309826624558781e+01 8.976270275506395535e+01 1.830906632134725875e-01
5.331254122738486245e+01 9.043270025765698961e+01 1.851822244761663905e-01
5.359080664419553131e+01 9.022834354384218614e+01 1.857106974022926515e-01
5.364705069526347359e+01 9.050305648675598036e+01 1.871585695303385755e-01
5.377812527380837793e+01 9.025110511869250729e+01 1.880309982759565124e-01
5.404587019773747159e+01 9.021428858487179525e+01 1.862344505397059424e-01
5.435980143017010136e+01 8.987248528614925647e+01 1.846256993553603010e-01
5.446364526207630519e+01 9.010184171419227539e+01 1.812417794938439575e-01
5.454592759802849145e+01 9.000085294892095078e+01 1.856711237686010374e-01
5.470921383605719512e+01 9.021086001434223078e+01 1.893271329959835270e-01
5.497564698097991709e+01 9.017959522321719135e+01 1.804918538714147536e-01
5.498657534248233958e+01 9.025580066948771218e+01 1.896753914176294853e-01
5.501482320907901169e+01 9.000557716980515011e+01 1.859154437109932223e-01
5.516389849158025527e+01 8.981424745299497658e+01 1.841375807149587263e-01
5.540505228227358003e+01 8.990671412398046414e+01 1.864195317432989774e-01
5.567224064332977918e+01 8.957023709590311000e+01 1.893840835475133488e-01
5.577969048366387028e+01 8.966486905582094380e+01 1.882958500633160059e-01
5.593982075557625677e+01 8.984467851329142718e+01 1.859478502602987804e-01
5.614344430781186901e+01 8.945735374072985735e+01 1.831450652723483341e-01
5.631690296826674569e+01 8.920980572184276980e+01 1.815048431243133920e-01
5.634069109045688606e+01 8.951331661448578814e+01 1.835858965119706587e-01
5.645693280855770979e+01 8.919984849733329213e+01 1.892668503065732533e-01
5.661499530660427126e+01 8.917058699108055464e+01 1.814046277325506162e-01
5.680251611286607272e+01 8.917201696286237222e+01 1.881751526787747986e-01
5.701678858508041259e+01 8.916270793386294713e+01 1.896486690191615532e-01
5.702340700754007230e+01 8.907605930397852489e+01 1.852341219309375508e-01
5.739052066117231732e+01 8.883575431722297822e+01 1.842794213634459666e-01
5.755414457648189597e+01 8.894149030479859164e+01 1.867430631806782093e-01
5.776608721522919865e+01 8.871816120114598903e+01 1.846991360707005703e-01
5.798425108890794633e+01 8.825978869352039169e+01 1.810153232951448865e-01
5.808477596707005830e+01 8.829356389272294336e+01 1.851979407903851793e-01
5.816023857573743783e+01 8.843294222159870799e+01 1.868921532799150687e-01
5.833823317501713746e+01 8.808866348281785008e+01 1.875894449849594414e-01
5.857702750070743747e+01 8.796353212253863774e+01 1.845333398375776368e-01
5.859788453113560536e+01 8.841302906685650953e+01 1.812716279083285142e-01
5.884877784183294835e+01 8.836209895884387322e+01 1.844882051259402467e-01
5.906830491647372838e+01 8.814309432672818900e+01 1.855199921891054760e-01
5.936164173214751116e+01 8.793611853042671100e+01 1.810586303388069251e-01
5.937784909097016595e+01 8.831919950777087536e+01 1.857315544159767184e-01
5.944370485347887723e+01 8.824313466749850932e+01 1.843499031505341501e-01
5.977926563809484151e+01 8.809482301061761689e+01 1.804567805521679058e-01
5.981722251932541923e+01 8.836792220150690014e+01 1.839324560650360540e-01
5.993368984456117943e+01 8.829941388917075074e+01 1.806377557370699438e-01
6.025992442782976610e+01 8.856412459844788998e+01 1.855634927096639908e-01
6.027424826535725799e+01 8.846713804626146782e+01 1.863837699473526177e-01
6.028200899320935235e+01 8.807988456275241163e+01 1.899864281835108859e-01
6.047146387686274238e+01 8.829835447605459819e+01 1.805261485532849430e-01
6.069547781777094997e+01 8.860393235820653501e+01 1.871667616739459139e-01
6.077277942051943427e+01 8.860709519880732898e+01 1.809103267692457329e-01
6.102159574982735535e+01 8.870486410084971851e+01 1.840254581196979489e-01
6.109256746629872481e+01 8.835434843444630815e+01 1.855156385589291912e-01
6.118558596585321396e+01 8.862968150323335692e+01 1.804603968617334298e-01
6.153088488981984483e+01 8.884078635743165364e+01 1.828863617894668780e-01
6.159104866289801095e+01 8.897530873076880198e+01 1.842301660025114918e-01
6.162651192810083245e+01 8.838370460569257148e+01 1.811909145608205096e-01
6.177959192707815106e+01 8.855016689830050325e+01 1.831793657944260079e-01
6.196223401627817395e+01 8.862480639740344657e+01 1.835033043608212122e-01
6.245908508064732700e+01 8.896155040865268404e+01 1.862935840320789349e-01
6.252626104437106136e+01 8.924443876923812979e+01 1.813186146843349389e-01
6.264066515390934597e+01 8.899696484373323813e+01 1.881131874468015275e-01
6.265102578992045324e+01 8.915534550734456332e+01 1.889277269988252073e-01
6.294836823963544248e+01 8.908258586016738434e+01 1.806856271882127940e-01
6.299432037939564566e+01 8.951953768223383179e+01 1.812959612338856386e-01
6.313444352008530558e+01 8.898057765008643116e+01 1.845370021969405805e-01
6.350122349674659006e+01 8.944738452021171327e+01 1.864171143090104787e-01
6.370025043463194692e+01 8.921627595808722333e+01 1.811801456810599176e-01
6.382576394932383579e+01 8.944010103489620178e+01 1.832512073165976640e-01
6.399437002508393135e+01 8.955572226960332216e+01 1.821982490385268827e-01
6.407441376567126667e+01 8.962739085294188612e+01 1.819972283328408491e-01
6.443034489472165660e+01 8.932434719460358963e+01 1.822192220658977735e-01
6.457043743784409173e+01 8.965047124684998892e+01 1.856718104689299986e-01
6.474924149386551164e+01 8.977609927552860825e+01 1.883812045576362948e-01
